"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"167491","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","AZ","Maricopa","Salt River below Saguaro Lake","33.553555","-111.54393","Map derived","Accurate","Lower Salt","15060106","2001","","","established","","Literature","","","Freshwater","21031","Other","2001","DeLorme.","Arizona Atlas and Gazetteer.","DeLorme, Yarmouth, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"300070","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","AZ","Maricopa","Salt River Project Canals","33.42084","-112.0705","Map derived","Approximate","Lower Salt","15060106","1970","","","established","Recent (since 1970) occurrence of fishes in target Gila River basin waters.","Literature","","","Freshwater","25730","Report","2011","Clarkson, R.S., B.R. Kesner, and P.C. Marsh.","Long-term monitoring plan for fish populations in selected waters of the Gila River Basin, Arizona","U.S. Fish and Wildlife Service Arizona Ecological Services","Phoenix, Arizona","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"300055","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","AZ","Maricopa","Salt River between Stewart Mtn. Dam and Granite Reef Diversion Dam","33.56668","-111.53576","GNIS","Approximate","Lower Salt","15060106","1970","","","established","Recent (since 1970) occurrence of fishes in target Gila River basin waters.","Literature","","","Freshwater","25730","Report","2011","Clarkson, R.S., B.R. Kesner, and P.C. Marsh.","Long-term monitoring plan for fish populations in selected waters of the Gila River Basin, Arizona","U.S. Fish and Wildlife Service Arizona Ecological Services","Phoenix, Arizona","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"158248","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","AZ","Mohave","Lake Mead National Recreation Area","36.018281","-114.73348","Map derived","Accurate","Lake Mead","15010005","1999","","","stocked","Rare in abundance within park; resident.","Literature","","","Freshwater","13672","Journal Article","1999","Tilmant, J.T.","Management of nonindigenous aquatic fish in the U.S. National Park System.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27561","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","AZ","Mohave","Lake Mead","36.027167","-114.719705","Map derived","Accurate","Lake Mead","15010005","1973","","","established","","Literature","","","Freshwater","109","Book","1973","Minckley, W.L.","Fishes of Arizona.","Arizona Fish and Game Department","Phoenix, AZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"167266","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","AZ","Navajo","Fools Hollow Lake","34.3316666666667","-110.072222222222","Map derived","Accurate","Silver","15020005","2001","","","established","","Literature","","","Freshwater","21031","Other","2001","DeLorme.","Arizona Atlas and Gazetteer.","DeLorme, Yarmouth, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"167509","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","AZ","Navajo","Show Low Lake","34.194487","-110.00427","Map derived","Accurate","Silver","15020005","2001","","","established","","Literature","","","Freshwater","21031","Other","2001","DeLorme.","Arizona Atlas and Gazetteer.","DeLorme, Yarmouth, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27794","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","AZ","Navajo","Show Low Lake","34.194487","-110.00427","Map derived","Accurate","Silver","15020005","1996","","","established","","Literature","","","Freshwater","1947","Other","1996","DeLorme.","Arizona Atlas and Gazetteer.","DeLorme, Freeport, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27788","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","AZ","Navajo","Fools Hollow Lake","34.3316666666667","-110.072222222222","Map derived","Accurate","Silver","15020005","1996","","","established","","Literature","","","Freshwater","1947","Other","1996","DeLorme.","Arizona Atlas and Gazetteer.","DeLorme, Freeport, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"167565","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","AZ","Yavapai","Verde River (upper)","34.8233","-112.066","GNIS","Accurate","Upper Verde","15060202","2001","","","established","","Literature","","","Freshwater","21031","Other","2001","DeLorme.","Arizona Atlas and Gazetteer.","DeLorme, Yarmouth, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"620939","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","CA","Sacramento","Delta [general location]","38.05","-121.81","reported","Accurate","Lower Sacramento","18020163","1950","1","1","failed","","Literature","","","Freshwater","26266","Database","2009","California Department of Fish and Game.","California Aquatic Non-native Organism Database (CANOD).","California Department of Fish and Game, Office of Spill Prevention and Response.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"620940","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","CA","Sutter","Sacramento River","38.785","-121.62174","reported","Accurate","Upper Coon-Upper Auburn","18020161","1874","1","1","failed","","Literature","","","Freshwater","26266","Database","2009","California Department of Fish and Game.","California Aquatic Non-native Organism Database (CANOD).","California Department of Fish and Game, Office of Spill Prevention and Response.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28453","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","CA","Yolo","Sacramento River opposite Sacramento City","38.564543","-121.52114","Map derived","Approximate","Lower Sacramento","18020163","1874","6","12","failed","","Literature","","","Freshwater","32","Journal Article","1896","Smith, H.M.","A review of the history and results of the attempts to acclimatize fish and other water animals in the Pacific states.","","","547","Journal Article","1917","Shebley, W.H.","History of introduction of food and game fishes into the waters of California.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30046","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","CO","","South Platte (HUC6) non-specific","40.3074153325","-104.329378879","Calculated by GIS","Centroid","South Platte","10190000","1971","","","stocked","","Literature","","","Freshwater","305","Book","1971","Everhart, W.H., and W.R. Seaman.","Fishes of Colorado.","Colorado Game, Fish and Parks Division  Denver, CO.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30339","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","CO","","South Platte (HUC6) non-specific","40.3074153325","-104.329378879","Calculated by GIS","Centroid","South Platte","10190000","1971","","","established","","Literature","","","Freshwater","305","Book","1971","Everhart, W.H., and W.R. Seaman.","Fishes of Colorado.","Colorado Game, Fish and Parks Division  Denver, CO.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30048","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","CO","","Rio Grande drainage","37.611967","-106.1648","Calculated by GIS","Centroid","Rio Grande Headwaters","13010001","1971","","","stocked","","Literature","","","Freshwater","305","Book","1971","Everhart, W.H., and W.R. Seaman.","Fishes of Colorado.","Colorado Game, Fish and Parks Division  Denver, CO.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30341","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","CO","","Rio Grande drainage","37.611967","-106.1648","Calculated by GIS","Centroid","Rio Grande Headwaters","13010001","1971","","","established","","Literature","","","Freshwater","305","Book","1971","Everhart, W.H., and W.R. Seaman.","Fishes of Colorado.","Colorado Game, Fish and Parks Division  Denver, CO.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30340","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","CO","","Arkansas drainage","38.196996","-104.13385","Calculated by GIS","Centroid","Upper Arkansas","11020002","1971","","","established","","Literature","","","Freshwater","305","Book","1971","Everhart, W.H., and W.R. Seaman.","Fishes of Colorado.","Colorado Game, Fish and Parks Division  Denver, CO.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30047","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","CO","","Arkansas drainage","38.196996","-104.13385","Calculated by GIS","Centroid","Upper Arkansas","11020002","1971","","","stocked","","Literature","","","Freshwater","305","Book","1971","Everhart, W.H., and W.R. Seaman.","Fishes of Colorado.","Colorado Game, Fish and Parks Division  Denver, CO.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30342","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","CO","","Colorado River drainage","39.591723","-107.18429","Calculated by GIS","Centroid","Colorado Headwaters","14010001","1971","","","established","","Literature","","","Freshwater","305","Book","1971","Everhart, W.H., and W.R. Seaman.","Fishes of Colorado.","Colorado Game, Fish and Parks Division  Denver, CO.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30049","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","CO","","Colorado drainage","39.591723","-107.18429","Calculated by GIS","Centroid","Colorado Headwaters","14010001","1971","","","stocked","","Literature","","","Freshwater","305","Book","1971","Everhart, W.H., and W.R. Seaman.","Fishes of Colorado.","Colorado Game, Fish and Parks Division  Denver, CO.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30281","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","CO","","San Luis Valley (Rio Grande headwaters drainage)","37.706111","-105.89268","Calculated by GIS","Centroid","San Luis","13010003","1986","","","established","","Literature","","","Freshwater","679","Book Chapter","1986","Zuckerman, L.D., and R.J. Behnke.","Introduced fishes in the San Luis Valley, Colorado.","American Fisheries Society","Bethesda, MD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
